173,"Vivo V27e , 8GB RAM , 256GB ROM , Back Camera 64 MP , Fingersensor , 4600 mAh Battery","Rs. 99,999",5,Standard Delivery,94,72
174,"samsung Galaxy A14 , 6GB Ram 128GB Rom , 6.8 PLS LCD Capacitive Touchscreen , 5000 mAh - Fast charging 15W","Rs. 58,799",4.3,Free Delivery,90,68
175,"Mobile Y85a, Dual Sim, Display 6.2""in, Storage 4/64 GB, Battery 3260 mAh, PTA Approved.","Rs. 17,950",3.4,Free Delivery,70,100
176,"Xiaomi Poco X5 Pro , 5G , 8GB Ram 256G Rom , 6.67 Inches AMOLED Display 120Hz, 5000 mAh-Fast battery 67W","Rs. 113,999",,Free Delivery,90,68
177,"Xiaomi Redmi Note 12S , 8GB RAM 256GB ROM , 108 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 75,999",5,Standard Delivery,94,72
178,"Oppo A37 – Dual Sim Approved – 2Gb Ram Mobile - Phone Only (No Charger, Box and Accessories Included)","Rs. 10,491",,Free Delivery,92,98
179,"Itel S23 , 8GB RAM 256GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 33,199",,Free Delivery,90,68
180,Daraz Like New Phones - Used Apple iPhone 11 Pro 64 GB Silver - PTA Approved,"Rs. 184,999",,Standard Delivery,92,100
181,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 45,999",,Standard Delivery,100,100
182,Samsung A34 5G - 8GB RAM 128GB/256GB ROM - 6.6 Inches - Super AMOLED Display - Dual SIM - 5000mAh Battery,"Rs. 115,999",,Free Delivery,91,84
183,"Samsung Galaxy A04 - 6.5"" Inch Display - 4GB RAM - 64GB ROM","Rs. 28,999",4.7,Free Delivery,85,79
184,"Redemi 12 , 8GB Ram 128GB , 6.79 Inches IPS Display , 5000 mAh - Fast charging 18W","Rs. 42,999",4.5,Free Delivery,90,68
185,Infinix Zero 30 4G RAM 8 GB ROM 256 GB Front Camera 50 MP Back Camera 108 MP + 2 MP + 2 MP Battery Type 5000 mAh,"Rs. 75,000",5,Free Delivery,95,92
186,Galaxy A04s 4GB RAM-128GB ROM PTA APPROVED OFFICIAL BRAND WARRANNTY,"Rs. 38,999",3.3,Free Delivery,84,50
187,Tecno Spark Go 2023 || 4GB+3GB Ram 64GB Rom || 5000mAh Battery,"Rs. 26,290",4.8,Free Delivery,95,92
188,Itel S23 || 8GB Ram 128GB Rom || 6.6 Inches IPS Display 90Hz || 5000 mAh- Battery charging 10W,"Rs. 30,499",5,Free Delivery,94,98
189,"Infinix Hot 30 Play , 4GB RAM 64GB ROM , 16MP Main Camera , Fingerprint , 6000mAh Fast Charging","Rs. 29,999",4.8,Free Delivery,87,25
190,Infinix Hot 30 RAM 8 GB ROM 128 GB Back Camera 50 MP + 0.08 MP Battery Type 5000 mAh,"Rs. 37,490",5,Free Delivery,95,92
191,Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh,"Rs. 37,890",,Standard Delivery,95,72
192,"Infinix Smart 7 , 4GB RAM 64GB ROM , Octa Core Processor , Finger Sensor , 5000mAh Battery","Rs. 25,999",5,Free Delivery,87,25
193,"Redmi Note 12S (8GB+256GB) 6.43"" 90Hz FHD+ Super AMOLED Display PTA Approved 1 Year Official Warranty","Rs. 73,999",5,Standard Delivery,93,77
194,"Infinix NOTE 12 - 8GB RAM 128GB ROM - Mediatek Helio G96 Processor - 50MP Triple Camera - 6.7"" FHD+ AMOLED Display","Rs. 58,660",5,Standard Delivery,95,72
195,Redmi Note 12S - 8GB RAM 256GB ROM - Dual SIM - 5000mAh Battery,"Rs. 76,999",4,Free Delivery,89,92
196,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 45,000",5,Free Delivery,95,92
197,Samsung Galaxy 34 5G - 8GB - 256GB - Official PTA Approved 1 Official Year Warranty,"Rs. 114,999",5,Standard Delivery,93,77
198,Samsung A14 - 6GB RAM - 128GB ROM - 5000mAh Battery,"Rs. 56,499",5,Free Delivery,89,92
199,"Realme C51 RAM 4GB ROM 128 GB Front Camera 5 MP Back Camera 50 MP + 0.08 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 39,999",,Standard Delivery,95,91
200,"Samsung Galaxy A54 RAM 8 GB ROM 256 GB Front Camera 32 MP Back Camera 12 MP + 50 MP + 5MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 180,000",5,Standard Delivery,95,91
