163,"Vivo V 27e || 8GB + 256GB || 6.62"" AMOLED Display || Battery (Li-Po Non removable), 4600 mAh || Fast charging 66W wired","Rs. 102,999",,Free Delivery,94,98
164,"Infinix Hot 30 - 8GB RAM - 128GB ROM - 5000mAH Battery - 33W Fast charge - 6.7"" Display - PTA Approved - 1 Year Official Warranty","Rs. 37,999",,Free Delivery,89,49
165,"Vivo Y36 RAM 8 GB ROM 256GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 70,000",,Standard Delivery,95,91
166,itel P40 6.6″ HD+ Display | 8+128GB Storage | 6000mAh | 13MP Dual Rear Camera,"Rs. 27,749",,Free Delivery,88,99
167,Tecno Spark 10 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + AI Battery Type 5000 mAh,"Rs. 34,999",5,Free Delivery,95,92
168,"Samsung Galaxy A33 5G - 6.4"" Inch Display - 6GB RAM - 128GB ROM","Rs. 99,999",4,Free Delivery,85,79
169,Vivo Y51 - PTA Approved - Dual Sim,"Rs. 9,591",3,Free Delivery,92,98
170,"Tecno Camon 20 RAM 8 GB ROM 256 GB Front Camera 32 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 48,880",5,Standard Delivery,95,91
171,"Tecno Spark 10 , 4GB RAM 128GB ROM , BackCamera 50MP , Fingerprint , 5000 mAh Battery","Rs. 29,999",,Free Delivery,87,25
172,"Redmi 12 , 4GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charginge","Rs. 38,999",5,Standard Delivery,94,72
